"","x","number","activity","date_opened","rid","st","type","scope","sic","naics","violations","establishment_name"
"673",NA,673,1596776.015,"05/18/2022",627100,"AR","Referral","Partial",NA,311615,1,"Peco Foods, Inc"
"674",NA,674,1596739.015,"05/16/2022",627100,"AR","Referral","Partial",NA,311615,1,"Peco Foods, Inc"
"675",NA,675,1594775.015,"05/10/2022",627100,"AR","Referral","Partial",NA,332216,2,"Marshalltown Company U.S.A."
"676",NA,676,1594611.015,"05/10/2022",627100,"AR","Referral","Partial",NA,311615,1,"Tyson Poultry, Inc."
"677",NA,677,1594488.015,"05/09/2022",627100,"AR","Referral","Partial",NA,332321,NA,"Windsor Door, Llc"
"678",NA,678,1594494.015,"05/09/2022",627100,"AR","FollowUp","Partial",NA,332321,NA,"Windsor Door, Llc"
"679",NA,679,1594301.015,"05/04/2022",627100,"AR","Complaint","Partial",NA,332312,2,"Halbert Pipe & Steel Co., Inc."
"680",NA,680,1592906.015,"04/30/2022",627100,"AR","Fat/Cat","Partial",NA,424490,2,"Sage V Foods, Llc"
"681",NA,681,1593637.015,"04/30/2022",627100,"AR","Complaint","Partial",NA,311412,NA,"Sage V Foods, Llc"
"682",NA,682,1593232.015,"04/29/2022",627100,"AR","Complaint","Partial",NA,562211,2,"Rineco Chemical Industries Inc"
"683",NA,683,1592573.015,"04/28/2022",627100,"AR","Referral","Partial",NA,336413,5,"American Fuel Cells & Coated Fabrics Co."
"684",NA,684,1592756.015,"04/28/2022",627100,"AR","Planned","Partial",NA,236220,NA,"Car-Son Construction Llc."
"685",NA,685,1592085.015,"04/26/2022",627100,"AR","Planned","Partial",NA,238160,3,"Javier Aquino"
"686",NA,686,1591869.015,"04/26/2022",627100,"AR","Complaint","Partial",NA,337110,2,"Countertop World, Llc"
"687",NA,687,1592115.015,"04/26/2022",627100,"AR","Planned","Partial",NA,238160,1,"Martha M Sanchez"
"688",NA,688,1592154.015,"04/26/2022",627100,"AR","Planned","Partial",NA,238160,5,"M M Roofing Llc"
"689",NA,689,1591352.015,"04/22/2022",627100,"AR","Planned","Complete",NA,237110,2,"Charles Heckel Construction Inc"
"690",NA,690,1591026.015,"04/21/2022",627100,"AR","Prog Related","Partial",NA,621999,NA,"Elite Medical Staffing"
"691",NA,691,1591130.015,"04/21/2022",627100,"AR","Complaint","Partial",NA,331523,NA,"Pace Industries Harrison Division"
"692",NA,692,1590612.015,"04/19/2022",627100,"AR","Complaint","Partial",NA,333111,2,"Industrial Iron Works, Inc."
"693",NA,693,1590867.015,"04/19/2022",627100,"AR","Referral","Partial",NA,112390,NA,"Tyson Foods, Inc."
"694",NA,694,1590714.015,"04/18/2022",627100,"AR","Referral","Complete",NA,331222,1,"Tokusen U.S.A., Inc."
"695",NA,695,1589954.015,"04/15/2022",627100,"AR","Prog Related","Partial",NA,237110,1,"Marshall Excavating Llc"
"696",NA,696,1589951.015,"04/15/2022",627100,"AR","Prog Related","Partial",NA,236220,NA,"Corco Construction, Llc"
"697",NA,697,1588841.015,"04/13/2022",627100,"AR","Referral","Complete",NA,238210,1,"Axcela, Inc."
"698",NA,698,1589653.015,"04/12/2022",627100,"AR","Unprog Rel","Complete",NA,321113,1,"West Fraser Timber Co. Ltd"
"699",NA,699,1589033.015,"04/11/2022",627100,"AR","FollowUp","No Insp/Other",NA,623110,NA,"Hlnc, Inc."
"700",NA,700,1588902.015,"04/08/2022",627100,"AR","Planned","Partial",NA,238160,2,"Alfredo Palacios"
"701",NA,701,1588435.015,"04/07/2022",627100,"AR","Referral","Complete",NA,331529,1,"Matthews International Corporation"
"702",NA,702,1588621.015,"04/07/2022",627100,"AR","Planned","Partial",NA,237110,1,"Square One Enterprises Corporation"
"703",NA,703,1590808.015,"04/07/2022",627100,"AR","FollowUp","No Insp/Denied Entry",NA,332994,NA,"Federal Armament Llc"
"704",NA,704,1587991.015,"04/06/2022",627100,"AR","FollowUp","Partial",NA,623110,NA,"Or Ops, Inc"
"705",NA,705,1588526.015,"04/06/2022",627100,"AR","Planned","Partial",NA,236220,NA,"Cdi Contractors, Llc"
"706",NA,706,1588465.015,"04/06/2022",627100,"AR","Prog Related","Partial",NA,238220,1,"Caraway Contracting, Inc."
"707",NA,707,1588285.015,"04/05/2022",627100,"AR","Referral","Complete",NA,311212,1,"Producers Rice Mill, Inc."
"708",NA,708,1588434.015,"04/05/2022",627100,"AR","FollowUp","Partial",NA,623110,2,"Barrow Healthcare Llc"
"709",NA,709,1587600.015,"04/01/2022",627100,"AR","Complaint","Partial",NA,561720,NA,"Abm Industries Incorporated"
"710",NA,710,1587582.015,"04/01/2022",627100,"AR","Complaint","Partial",NA,811310,NA,"Cbre Gws Real Estate Services, Inc."
"711",NA,711,1587415.015,"03/31/2022",627100,"AR","Referral","Partial",NA,311212,5,"Harvest Rice, Inc."
"712",NA,712,1586621.015,"03/30/2022",627100,"AR","Complaint","Partial",NA,493110,NA,"Amazon.Com Inc."
"713",NA,713,1587366.015,"03/30/2022",627100,"AR","Referral","Complete",NA,311615,1,"Simmons Prepared Foods, Inc"
"714",NA,714,1586465.015,"03/29/2022",627100,"AR","Planned","Partial",NA,238160,2,"Willis & Son Roofing, Llc"
"715",NA,715,1586015.015,"03/28/2022",627100,"AR","Complaint","Partial",NA,334416,NA,"Central Moloney Inc"
"716",NA,716,1586431.015,"03/28/2022",627100,"AR","Planned","Partial",NA,238170,2,"Gabriel Medina"
"717",NA,717,1586284.015,"03/22/2022",627100,"AR","Unprog Rel","Partial",NA,561320,NA,"Express Employment Professionals"
"718",NA,718,1587454.015,"03/18/2022",627100,"AR","FollowUp","No Insp/Out of Business",NA,722513,NA,"Searcy Burgers And Shakes Llc Store #172"
"719",NA,719,1584720.015,"03/18/2022",627100,"AR","Fat/Cat","Complete",NA,322121,2,"Evergreen Packaging Llc"
"720",NA,720,1584126.015,"03/17/2022",627100,"AR","Complaint","Partial",NA,442110,3,"Furniture Row Usa, Llc"
"721",NA,721,1584143.015,"03/17/2022",627100,"AR","Referral","Complete",NA,424130,2,"Rusken Packaging, Inc."
"722",NA,722,1584003.015,"03/17/2022",627100,"AR","Referral","Complete",NA,321219,1,"Arauco North America, Inc."
"723",NA,723,1584197.015,"03/17/2022",627100,"AR","Referral","Partial",NA,326140,2,"Drew Foam Companies, Inc"
"724",NA,724,1582860.015,"03/10/2022",627100,"AR","Complaint","Partial",NA,311119,1,"Tyson Foods, Inc."
"725",NA,725,1582262.015,"03/07/2022",627100,"AR","Prog Related","Partial",NA,562998,1,"Qualawash Holdings, Llc."
"726",NA,726,1582035.015,"03/07/2022",627100,"AR","Complaint","Partial",NA,423310,4,"Tedder Brothers, Inc."
"727",NA,727,1581991.015,"03/07/2022",627100,"AR","Complaint","Partial",NA,423310,1,"Tedder Brothers, Inc."
"728",NA,728,1582030.015,"03/07/2022",627100,"AR","Referral","Complete",NA,423990,4,"L & R Distributors Inc."
"729",NA,729,1581469.015,"03/03/2022",627100,"AR","Referral","Partial",NA,311615,1,"George'S, Inc."
"730",NA,730,1581802.015,"03/03/2022",627100,"AR","Planned","Partial",NA,238160,2,"Diaz Roofing Construction"
"731",NA,731,1581030.015,"03/02/2022",627100,"AR","Complaint","Complete",NA,332999,NA,"C. Mayo, Inc."
"732",NA,732,1580863.015,"02/28/2022",627100,"AR","Referral","Partial",NA,321113,NA,"Anthony Timberlands, Inc."
"733",NA,733,1579761.015,"02/23/2022",627100,"AR","Complaint","Partial",NA,321113,NA,"T & S Sawmill, Inc."
"734",NA,734,1579629.015,"02/22/2022",627100,"AR","Referral","Partial",NA,321113,1,"Anthony Timberlands, Inc."
"735",NA,735,1580007.015,"02/22/2022",627100,"AR","Referral","Complete",NA,326211,NA,"Cooper Tire & Rubber Company"
"736",NA,736,1579403.015,"02/22/2022",627100,"AR","Unprog Rel","Complete",NA,326211,1,"Cooper Tire & Rubber Company"
"737",NA,737,1578951.015,"02/16/2022",627100,"AR","Referral","Complete",NA,321912,1,"Idaho Timber Of Carthage Llc"
"738",NA,738,1578870.015,"02/16/2022",627100,"AR","Fat/Cat","Complete",NA,111998,4,"Leslie T. Brown Farms Ptr"
"739",NA,739,1578935.015,"02/16/2022",627100,"AR","Referral","Complete",NA,321912,3,"Idaho Timber Of Carthage Llc"
"740",NA,740,1577595.015,"02/10/2022",627100,"AR","Planned","Partial",NA,238140,4,"Alvarado Stone Llc"
"741",NA,741,1577593.015,"02/10/2022",627100,"AR","Planned","Partial",NA,238140,2,"Stone Works Llc"
"742",NA,742,1583542.015,"02/10/2022",627100,"AR","Complaint","Partial",NA,236210,1,"Claridge Products And Equipment, Inc."
"743",NA,743,1577262.015,"02/09/2022",627100,"AR","Planned","Partial",NA,237110,1,"Kb Structural, Llc"
"744",NA,744,1577264.015,"02/09/2022",627100,"AR","Planned","Partial",NA,238910,NA,"Rosetta Construction, Llc."
"745",NA,745,1577265.015,"02/09/2022",627100,"AR","Planned","Partial",NA,237310,2,"Augers Unlimited, Inc."
"746",NA,746,1577187.015,"02/08/2022",627100,"AR","Complaint","Partial",NA,424910,2,"Tractor Supply Co."
"747",NA,747,1576338.015,"02/02/2022",627100,"AR","Complaint","Partial",NA,722511,NA,"Stayfast, Llc"
"748",NA,748,1576359.015,"02/02/2022",627100,"AR","Fat/Cat","Partial",NA,336999,1,"Intimidator, Llc"
"749",NA,749,1575797.015,"02/01/2022",627100,"AR","Complaint","Partial",NA,237310,1,"Kajacs Contractors, Inc."
"750",NA,750,1576335.015,"01/31/2022",627100,"AR","Planned","Partial",NA,238140,2,"Nunez Masonry, Llc"
"751",NA,751,1576043.015,"01/28/2022",627100,"AR","Planned","Partial",NA,237110,NA,"Stephenson Dirt Contracting, L.L.C."
"752",NA,752,1572899.015,"01/14/2022",627100,"AR","Planned","Partial",NA,237310,2,"Blackstone Construction Llc."
"753",NA,753,1574405.015,"01/14/2022",627100,"AR","Planned","Partial",NA,238140,2,"Stone Works Llc"
"754",NA,754,1574408.015,"01/14/2022",627100,"AR","Prog Other","Partial",NA,238140,6,"Alvarado Stone Llc"
"755",NA,755,1572888.015,"01/13/2022",627100,"AR","Complaint","Complete",NA,332311,NA,"Cowell Steel Structures, Llc"
"756",NA,756,1572425.015,"01/13/2022",627100,"AR","Complaint","Partial",NA,722513,NA,"Gro Restaurant Group Inc"
"757",NA,757,1572026.015,"01/11/2022",627100,"AR","Fat/Cat","Complete",NA,325314,5,"Frit Industries, Inc."
"758",NA,758,1572429.015,"01/11/2022",627100,"AR","Referral","Partial",NA,321918,NA,"Ahf Products, Inc."
"759",NA,759,1572092.015,"01/10/2022",627100,"AR","Referral","Partial",NA,335311,NA,"Central Moloney, Inc."
"760",NA,760,1571635.015,"01/10/2022",627100,"AR","Referral","Partial",NA,331222,NA,"Tokusen Usa, Inc."
"761",NA,761,1571389.015,"01/06/2022",627100,"AR","Referral","Complete",NA,311212,1,"Riceland Foods, Inc."
"762",NA,762,1571356.015,"01/06/2022",627100,"AR","Planned","Partial",NA,237310,1,"Kajacs Contractors, Inc."
"763",NA,763,1571357.015,"01/06/2022",627100,"AR","FollowUp","Partial",NA,333111,NA,"W & A Manufacturing Company, Inc."
"764",NA,764,1571355.015,"01/05/2022",627100,"AR","Planned","Partial",NA,238140,1,"Mike Paul Masonry Inc."
"765",NA,765,1571354.015,"01/05/2022",627100,"AR","Planned","Partial",NA,236220,NA,"East-Harding Inc."
"766",NA,766,1570724.015,"01/03/2022",627100,"AR","Referral","Partial",NA,331221,2,"Gerdau Macsteel, Inc."
"767",NA,767,1576597.015,"12/22/2021",627100,"AR","Complaint","No Insp/Process Inactive",NA,331318,NA,"Claridge Products And Equipment, Inc."
"768",NA,768,1568259.015,"12/16/2021",627100,"AR","Fat/Cat","Partial",NA,452319,1,"Dollar General Corporation"
"769",NA,769,1568726.015,"12/15/2021",627100,"AR","Planned","Complete",NA,444110,1,"Lowe'S Home Centers, Llc"
"770",NA,770,1568988.015,"12/15/2021",627100,"AR","Planned","Partial",NA,238310,1,"T & J Specialty Contractors, Inc."
"771",NA,771,1568969.015,"12/15/2021",627100,"AR","Planned","Partial",NA,236220,NA,"Beshears Construction, Inc."
"772",NA,772,1568964.015,"12/15/2021",627100,"AR","Planned","Partial",NA,238190,2,"Larry'S Stucco Solutions, Inc"
"773",NA,773,1568689.015,"12/15/2021",627100,"AR","Planned","Partial",NA,238130,1,"J J Mart Construction Inc."
"774",NA,774,1568685.015,"12/15/2021",627100,"AR","Planned","Partial",NA,238140,4,"Ocj Masonry Enterprises, Inc."
"775",NA,775,1568926.015,"12/14/2021",627100,"AR","Planned","Partial",NA,236117,NA,"Rausch Coleman Homes"
"776",NA,776,1568941.015,"12/14/2021",627100,"AR","Planned","Partial",NA,236115,2,"A & D Roofing & Remodeling Llc"
"777",NA,777,1568324.015,"12/13/2021",627100,"AR","Referral","Partial",NA,332999,1,"American Tubing Arkansas, Llc."
"778",NA,778,1637187.015,"12/13/2021",627100,"AR","Fat/Cat","No Insp/Other",NA,452319,NA,"Dollar General Corporation, Llc"
"779",NA,779,1568275.015,"12/10/2021",627100,"AR","Unprog Rel","Partial",NA,336211,NA,"Wabash Wood Products, Inc."
"780",NA,780,1568151.015,"12/10/2021",627100,"AR","FollowUp","Partial",NA,325180,NA,"Evonik Corporation"
"781",NA,781,1568280.015,"12/10/2021",627100,"AR","Referral","Partial",NA,238160,3,"Medley Fabrication Llc"
"782",NA,782,1567426.015,"12/08/2021",627100,"AR","Complaint","Partial",NA,441228,NA,"Riverbike Of Arkansas, Llc"
"783",NA,783,1567290.015,"12/07/2021",627100,"AR","Referral","Partial",NA,311615,1,"Custom Craft Poultry, Llc"
"784",NA,784,1566087.015,"12/01/2021",627100,"AR","Planned","Partial",NA,238140,3,"Ronnie Buckner"
"785",NA,785,1566413.015,"12/01/2021",627100,"AR","Referral","Complete",NA,811490,2,"Hillcrest Tool & Die, Inc."
"786",NA,786,1566643.015,"11/30/2021",627100,"AR","Unprog Rel","No Insp/Other",NA,336390,NA,"Hino Motors Manufacturing Usa Inc"
"787",NA,787,1566663.015,"11/30/2021",627100,"AR","Referral","Partial",NA,811310,2,"Tri-State Armature And Electrical Works, Inc."
"788",NA,788,1565921.015,"11/30/2021",627100,"AR","Fat/Cat","Partial",NA,621910,1,"Little Rock Ambulance Authority"
"789",NA,789,1565863.015,"11/30/2021",627100,"AR","Planned","Partial",NA,238130,2,"Jaime Diaz"
"790",NA,790,1566565.015,"11/29/2021",627100,"AR","Complaint","Partial",NA,452319,1,"Family Dollar Distribution Center"
"791",NA,791,1565596.015,"11/23/2021",627100,"AR","Referral","Partial",NA,237110,6,"Jack Tyler Engineering, Incorporated"
"792",NA,792,1565411.015,"11/23/2021",627100,"AR","Complaint","Partial",NA,447110,2,"Gpm Investments, Llc"
"793",NA,793,1565603.015,"11/22/2021",627100,"AR","Planned","Partial",NA,236220,2,"Corco Construction, Llc"
"794",NA,794,1565607.015,"11/22/2021",627100,"AR","Planned","Partial",NA,238130,5,"Lawson Contracting Group Llc"
"795",NA,795,1565021.015,"11/22/2021",627100,"AR","Complaint","Partial",NA,424490,1,"Boudreaux Operating Acquisitions, Llc"
"796",NA,796,1564654.015,"11/18/2021",627100,"AR","Fat/Cat","Complete",NA,237990,1,"Colom Construction Co., Inc."
"797",NA,797,1563842.015,"11/16/2021",627100,"AR","Referral","Partial",NA,238160,NA,"Architectural Roofing & Construction, Inc."
"798",NA,798,1563883.015,"11/15/2021",627100,"AR","Unprog Rel","Partial",NA,541618,NA,"Horizons Hrs  Manufacturing Staffing Ii Llc"
"799",NA,799,1563303.015,"11/12/2021",627100,"AR","Complaint","Partial",NA,238210,2,"Lee'S Elite Electric, Llc"
"800",NA,800,1563794.015,"11/12/2021",627100,"AR","Planned","Partial",NA,811198,3,"The Body Shop Truck & Trailer Repair, Llc"
"801",NA,801,1563305.015,"11/10/2021",627100,"AR","Complaint","Partial",NA,721110,NA,"Delta Hotels Little Rock West"
"802",NA,802,1562100.015,"11/04/2021",627100,"AR","Fat/Cat","Complete",NA,112340,NA,"Wayne Farms Llc"
"803",NA,803,1562281.015,"11/02/2021",627100,"AR","Unprog Other","Partial",NA,238130,2,"Ana Buendia"
"804",NA,804,1561141.015,"10/30/2021",627100,"AR","Fat/Cat","Complete",NA,325194,1,"Royal Oak Enterprises, Llc"
"805",NA,805,1560620.015,"10/28/2021",627100,"AR","Referral","Complete",NA,423990,NA,"Performance Food Group, Inc."
"806",NA,806,1559972.015,"10/25/2021",627100,"AR","Planned","Complete",NA,424510,1,"Cain Agra Operations, Llc"
"807",NA,807,1559234.015,"10/21/2021",627100,"AR","Planned","Partial",NA,238160,2,"Acosta Roofing Llc"
"808",NA,808,1558786.015,"10/20/2021",627100,"AR","Referral","Complete",NA,333922,1,"Hytrol Conveyor Company, Inc."
"809",NA,809,1558607.015,"10/18/2021",627100,"AR","Planned","Partial",NA,238210,2,"Fureigh Electric, Inc."
"810",NA,810,1558590.015,"10/13/2021",627100,"AR","Referral","Partial",NA,314999,4,"American Stitchco Inc."
"811",NA,811,1568154.015,"10/12/2021",627100,"AR","Complaint","Partial",NA,333922,NA,"Hytrol Conveyor Company, Inc."
"812",NA,812,1557066.015,"10/09/2021",627100,"AR","Fat/Cat","Complete",NA,238220,2,"Paschal Heating & Air Conditioning Co., Inc."
"813",NA,813,1556905.015,"10/07/2021",627100,"AR","Referral","Complete",NA,333415,NA,"Lennox Industries, Inc."
"814",NA,814,1556710.015,"10/06/2021",627100,"AR","Unprog Rel","Partial",NA,236220,NA,"Hydco, Inc."
"815",NA,815,1556700.015,"10/06/2021",627100,"AR","Fat/Cat","Partial",NA,238210,1,"Staley Electric Services, Llc"
"816",NA,816,1555636.015,"09/30/2021",627100,"AR","Referral","Complete",NA,311999,NA,"Ok Foods Inc."
"817",NA,817,1555274.015,"09/29/2021",627100,"AR","Referral","Partial",NA,336370,NA,"Dbg Arkansas, Llc."
"818",NA,818,1555034.015,"09/27/2021",627100,"AR","Fat/Cat","Complete",NA,623110,NA,"Three Rivers Senior Services, Inc."
"819",NA,819,1550437.015,"09/27/2021",627100,"AR","Referral","Partial",NA,488190,4,"Rose Aircraft Services, Inc."
"820",NA,820,1554340.015,"09/23/2021",627100,"AR","Referral","Partial",NA,311615,NA,"Tyson Poultry, Inc."
"821",NA,821,1554675.015,"09/23/2021",627100,"AR","Referral","Partial",NA,335991,2,"Tokai Carbon Ge Llc"
"822",NA,822,1553868.015,"09/18/2021",627100,"AR","Fat/Cat","No Insp/Other",NA,238120,NA,"Mitchell Wood"
"823",NA,823,1553225.015,"09/07/2021",627100,"AR","Unprog Rel","Complete",NA,221122,NA,"Entergy Arkansas, Llc"
"824",NA,824,1551615.015,"09/03/2021",627100,"AR","Fat/Cat","Complete",NA,484121,NA,"Howard Transportation, Inc."
"825",NA,825,1551633.015,"09/02/2021",627100,"AR","Referral","No Insp/Exempt by Appropriation Act",NA,236220,NA,"B & W Construction Ag, Llc"
"826",NA,826,1551176.015,"09/02/2021",627100,"AR","Complaint","Partial",NA,339940,4,"Claridge Products And Equipment, Inc."
"827",NA,827,1554739.015,"08/31/2021",627100,"AR","Planned","Partial",NA,238350,2,"Jose Martinez"
"828",NA,828,1550489.015,"08/30/2021",627100,"AR","Planned","Partial",NA,238130,3,"David Francisco"
"829",NA,829,1550118.015,"08/27/2021",627100,"AR","Complaint","Partial",NA,332999,NA,"Dark Threat Fabrication Llc"
"830",NA,830,1550487.015,"08/25/2021",627100,"AR","Referral","Partial",NA,335932,1,"Preformed Line Products Company"
"831",NA,831,1551996.015,"08/25/2021",627100,"AR","Referral","Complete",NA,238160,3,"Precision Roofing And Exteriors, Llc"
"832",NA,832,1550092.015,"08/24/2021",627100,"AR","Planned","Partial",NA,238130,2,"Adrian Vargas"
"833",NA,833,1549583.015,"08/24/2021",627100,"AR","Referral","No Insp/Process Inactive",NA,333992,NA,"Timber Automation, Llc."
"834",NA,834,1550514.015,"08/24/2021",627100,"AR","Fat/Cat","Complete",NA,423130,1,"Cooper Tire & Rubber Company"
"835",NA,835,1549587.015,"08/19/2021",627100,"AR","Planned","Partial",NA,238160,1,"Vision Roofing Llc"
"836",NA,836,1548141.015,"08/18/2021",627100,"AR","Referral","Partial",NA,236115,NA,"C&M Siding Company"
"837",NA,837,1548218.015,"08/18/2021",627100,"AR","Planned","Partial",NA,236220,1,"Frontline Construction Llp"
"838",NA,838,1551025.015,"08/13/2021",627100,"AR","Planned","Partial",NA,238170,1,"Oscar Escobar"
"839",NA,839,1547636.015,"08/13/2021",627100,"AR","Planned","Partial",NA,238130,1,"Bernardo Ordonez Centeno"
"840",NA,840,1551010.015,"08/12/2021",627100,"AR","Planned","Partial",NA,238170,3,"Perfecto Lopez"
"841",NA,841,1547634.015,"08/11/2021",627100,"AR","Planned","Partial",NA,236220,NA,"Ehrlich Design Builders, Inc."
"842",NA,842,1547635.015,"08/11/2021",627100,"AR","Planned","Partial",NA,238130,3,"Arcsco, Llc"
"843",NA,843,1549205.015,"08/09/2021",627100,"AR","Referral","Partial",NA,322299,NA,"Signode Multi-Wall Division"
"844",NA,844,1546316.015,"08/05/2021",627100,"AR","Fat/Cat","Partial",NA,311615,NA,"Tyson Poultry, Inc"
"845",NA,845,1546003.015,"08/04/2021",627100,"AR","Fat/Cat","Partial",NA,331110,1,"Big River Steel, Llc"
"846",NA,846,1545625.015,"08/03/2021",627100,"AR","Complaint","Partial",NA,311919,NA,"Shearer'S Foods Inc"
"847",NA,847,1544997.015,"07/30/2021",627100,"AR","Planned","Complete",NA,236115,4,"Valleywood Homes, Llc"
"848",NA,848,1545027.015,"07/30/2021",627100,"AR","Complaint","Partial",NA,445120,NA,"Circle K Store Inc."
"849",NA,849,1545741.015,"07/29/2021",627100,"AR","Referral","Partial",NA,321113,2,"Hixson Lumber Company, Llc"
"850",NA,850,1544732.015,"07/29/2021",627100,"AR","Planned","Partial",NA,238140,2,"Ocj Masonry Enterprises, Inc."
"851",NA,851,1544371.015,"07/28/2021",627100,"AR","Planned","Partial",NA,236220,1,"Clark Contractors, Llc"
"852",NA,852,1544384.015,"07/28/2021",627100,"AR","Planned","Partial",NA,238120,1,"C & F Steel Erectors, Inc"
"853",NA,853,1544395.015,"07/28/2021",627100,"AR","Planned","Partial",NA,238130,1,"Vieyra Framing, Llc"
"854",NA,854,1545721.015,"07/28/2021",627100,"AR","Referral","Partial",NA,332999,3,"Hall Manufacturing, Llc"
"855",NA,855,1544277.015,"07/27/2021",627100,"AR","Planned","Partial",NA,236220,1,"Warwick Construction, Inc."
"856",NA,856,1544454.015,"07/27/2021",627100,"AR","Referral","Partial",NA,561311,NA,"Daugherty & Daugherty Investments, Llc"
"857",NA,857,1544140.015,"07/27/2021",627100,"AR","Planned","Partial",NA,238130,1,"David Aguilar"
"858",NA,858,1544143.015,"07/27/2021",627100,"AR","Planned","Partial",NA,238130,2,"Wagner Construction Services, Llc"
"859",NA,859,1544149.015,"07/27/2021",627100,"AR","Planned","Partial",NA,238130,1,"Emiliano'S Construction Llc"
"860",NA,860,1543930.015,"07/26/2021",627100,"AR","Planned","Partial",NA,238130,1,"Bradley Morales Construction Inc"
"861",NA,861,1543925.015,"07/26/2021",627100,"AR","Planned","Partial",NA,238130,1,"Mrj Framing, Llc"
"862",NA,862,1543924.015,"07/26/2021",627100,"AR","Planned","Partial",NA,236116,1,"Huffman & Company"
"863",NA,863,1543887.015,"07/25/2021",627100,"AR","Fat/Cat","Partial",NA,336612,NA,"White River Marine Group, Llc"
"864",NA,864,1543938.015,"07/22/2021",627100,"AR","Planned","Partial",NA,238910,NA,"Harper Construction Company Inc."
"865",NA,865,1543336.015,"07/22/2021",627100,"AR","Planned","Partial",NA,238130,1,"Edilberto Diaz-Ibarra"
"866",NA,866,1543302.015,"07/22/2021",627100,"AR","Fat/Cat","Partial",NA,622110,NA,"North Arkansas Regional Medical Center"
"867",NA,867,1543538.015,"07/22/2021",627100,"AR","Planned","Partial",NA,238130,1,"Jaime Diaz"
"868",NA,868,1543331.015,"07/22/2021",627100,"AR","Complaint","Partial",NA,493110,NA,"Dansons Hope Llc"
"869",NA,869,1543554.015,"07/22/2021",627100,"AR","Planned","Partial",NA,238140,1,"Jose Orellana"
"870",NA,870,1543620.015,"07/21/2021",627100,"AR","Fat/Cat","Partial",NA,621610,NA,"Elite Home Health"
"871",NA,871,1542980.015,"07/21/2021",627100,"AR","Referral","Partial",NA,423510,1,"Trg Hospitality Llc"
"872",NA,872,1543194.015,"07/21/2021",627100,"AR","Planned","Partial",NA,238130,2,"Jose Efrain"
"873",NA,873,1542891.015,"07/20/2021",627100,"AR","Planned","Partial",NA,238130,1,"Uriel Octavio Diaz"
"874",NA,874,1542594.015,"07/20/2021",627100,"AR","Complaint","Partial",NA,321918,4,"Maxwell Hardwood Flooring Inc."
"875",NA,875,1543751.015,"07/20/2021",627100,"AR","Referral","Partial",NA,314999,5,"American Stitchco, Inc."
"876",NA,876,1542958.015,"07/20/2021",627100,"AR","Planned","Partial",NA,238130,3,"Carlos Ibarra Resendiz"
"877",NA,877,1542935.015,"07/20/2021",627100,"AR","Planned","Partial",NA,238130,2,"Filiberto Gallegos"
"878",NA,878,1542921.015,"07/20/2021",627100,"AR","Planned","Partial",NA,238130,3,"Jose Gerardo Mandragon"
"879",NA,879,1542672.015,"07/19/2021",627100,"AR","Planned","Partial",NA,238130,3,"Alberto Torres Vazquez"
"880",NA,880,1543745.015,"07/16/2021",627100,"AR","Referral","Partial",NA,311212,NA,"Riceland Foods, Inc."
"881",NA,881,1647615.015,"07/16/2021",627100,"AR","FollowUp","No Insp/Out of Business",NA,311942,NA,"Texamerican Food Blending, Inc."
"882",NA,882,1542188.015,"07/16/2021",627100,"AR","Planned","Partial",NA,238130,2,"Jerry Rodriguez Inc."
"883",NA,883,1542231.015,"07/15/2021",627100,"AR","Planned","Partial",NA,238350,3,"Jose Martinez"
"884",NA,884,1542757.015,"07/15/2021",627100,"AR","Planned","Complete",NA,238140,2,"Raul Queroc"
"885",NA,885,1542038.015,"07/15/2021",627100,"AR","Planned","Partial",NA,445110,1,"Walmart Inc."
"886",NA,886,1542424.015,"07/15/2021",627100,"AR","Planned","Partial",NA,238160,1,"All Seasons Roofing"
"887",NA,887,1542084.015,"07/15/2021",627100,"AR","Referral","Partial",NA,423930,2,"Moistureshield Inc."
"888",NA,888,1542079.015,"07/15/2021",627100,"AR","Complaint","Partial",NA,621210,NA,"Behrents Endodontic Specialists, Pllc"
"889",NA,889,1542110.015,"07/14/2021",627100,"AR","Planned","Partial",NA,238140,3,"Esteban Loredo"
"890",NA,890,1542142.015,"07/14/2021",627100,"AR","Planned","Partial",NA,238130,2,"Carlos Arnoldo Huex Mejia"
"891",NA,891,1542066.015,"07/14/2021",627100,"AR","Complaint","Partial",NA,541611,NA,"Mena Regional Health System"
"892",NA,892,1541678.015,"07/14/2021",627100,"AR","Planned","Partial",NA,236115,3,"Francisco Fuentes"
"893",NA,893,1541388.015,"07/13/2021",627100,"AR","Planned","Partial",NA,238130,2,"Bradley Morales Construction Inc"
"894",NA,894,1541892.015,"07/13/2021",627100,"AR","Planned","Partial",NA,236115,2,"Chris Duff"
"895",NA,895,1541351.015,"07/13/2021",627100,"AR","Referral","Complete",NA,333111,3,"W & A Manufacturing Company, Inc."
"896",NA,896,1541389.015,"07/13/2021",627100,"AR","Planned","Partial",NA,238130,2,"Sarah Becerril"
"897",NA,897,1541222.015,"07/09/2021",627100,"AR","Complaint","Partial",NA,488410,NA,"Jim Smith Collision & Wrecker Center"
"898",NA,898,1541227.015,"07/08/2021",627100,"AR","Complaint","Partial",NA,321999,NA,"Dansons Hope Llc"
"899",NA,899,1541508.015,"07/08/2021",627100,"AR","Planned","Complete",NA,541850,1,"So Diggin, Inc."
